ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
2485,497,0,2.81,0.44,0.22,55.44,3.35,0.363032593,13768.54104,7.33558E+12,5.62897E+12,1.03678E+13,2.75159E+12,9.97434E+12,1.8242E+12,0.00711337,0.00849413,0.0059014,0.0091399,0.0040612,0.0057292
2486,498,10,1.64,0.56,0.22,105.37,5.89,0.387230016,12415.18815,1.80112E+12,6.01473E+12,8.39425E+12,8.95121E+12,9.19398E+12,1.2738E+12,0.0045229,0.00294596,0.00182215,0.00127969,0.0010032,0.0013243
2487,498,3,1.75,0.34,0.28,45.39,2.03,0.387230016,12415.18815,1.80112E+12,6.01473E+12,8.39425E+12,8.95121E+12,9.19398E+12,1.2738E+12,0.0108945,0.0069094,0.0044407,0.0033057,0.0027401,0.0041243
2488,498,11,1.71,0.61,0.22,93.45,7.31,0.387230016,12415.18815,1.80112E+12,6.01473E+12,8.39425E+12,8.95121E+12,9.19398E+12,1.2738E+12,0.00479456,0.00300242,0.00191175,0.00143655,0.0011042,0.001484
2489,498,6,2.35,0.75,0.41,97.33,7.31,0.387230016,12415.18815,1.80112E+12,6.01473E+12,8.39425E+12,8.95121E+12,9.19398E+12,1.2738E+12,0.00711507,0.00447473,0.0027185,0.0020134,0.0015677,0.0021136
2490,498,4,2.17,0.78,0.32,90.35,6.79,0.387230016,12415.18815,1.80112E+12,6.01473E+12,8.39425E+12,8.95121E+12,9.19398E+12,1.2738E+12,0.00524994,0.00331682,0.00198464,0.0013926,0.001058,0.0013932
2491,499,10,1.64,0.56,0.22,105.37,5.89,0.480492115,14013.46999,6.44273E+12,1.92396E+12,0,1.16604E+13,1.06854E+12,1.66073E+13,0.00298439,0.00721421,0.0093563,0.0020066,0.0021255,0.0005101
2492,499,9,1.93,0.6,0.4,95.82,7.16,0.480492115,14013.46999,6.44273E+12,1.92396E+12,0,1.16604E+13,1.06854E+12,1.66073E+13,0.00329835,0.00785133,0.0107885,0.0022376,0.0024255,0.0006107
2493,499,1,2.14,0.44,0.26,59.1,3.02,0.480492115,14013.46999,6.44273E+12,1.92396E+12,0,1.16604E+13,1.06854E+12,1.66073E+13,0.00404082,0.01093539,0.0159646,0.0030025,0.0045032,0.0009808
2494,499,2,2.24,0.36,0.14,55.09,2.71,0.480492115,14013.46999,6.44273E+12,1.92396E+12,0,1.16604E+13,1.06854E+12,1.66073E+13,0.00445149,0.01346501,0.0226655,0.0034385,0.0047237,0.0010151
2495,499,0,2.81,0.44,0.22,55.44,3.35,0.480492115,14013.46999,6.44273E+12,1.92396E+12,0,1.16604E+13,1.06854E+12,1.66073E+13,0.00451684,0.01422328,0.0243686,0.0034668,0.0048221,0.0010532
2496,500,2,2.24,0.36,0.14,55.09,2.71,0.516314028,10007.38714,0,1.42516E+12,3.26491E+12,3.37152E+12,9.97327E+12,9.18102E+12,0.0164975,0.0133551,0.0075009,0.0046119,0.0018654,0.0010575
2497,500,3,1.75,0.34,0.28,45.39,2.03,0.516314028,10007.38714,0,1.42516E+12,3.26491E+12,3.37152E+12,9.97327E+12,9.18102E+12,0.0230193,0.0160869,0.008372,0.0053003,0.0020324,0.0012806
2498,500,6,2.35,0.75,0.41,97.33,7.31,0.516314028,10007.38714,0,1.42516E+12,3.26491E+12,3.37152E+12,9.97327E+12,9.18102E+12,0.0157447,0.0124328,0.0069713,0.0041728,0.0015451,0.0008824
2499,500,10,1.64,0.56,0.22,105.37,5.89,0.516314028,10007.38714,0,1.42516E+12,3.26491E+12,3.37152E+12,9.97327E+12,9.18102E+12,0.0140804,0.0113948,0.0066059,0.0040213,0.0014936,0.000884
2500,500,9,1.93,0.6,0.4,95.82,7.16,0.516314028,10007.38714,0,1.42516E+12,3.26491E+12,3.37152E+12,9.97327E+12,9.18102E+12,0.0120442,0.0098143,0.0057024,0.0034022,0.0012487,0.0007278
2501,501,11,1.71,0.61,0.22,93.45,7.31,0.425791974,9084.824024,2.40304E+12,4.16667E+12,6.5052E+12,8.92009E+12,5.00543E+11,1.15641E+12,0.00466838,0.00376959,0.00229397,0.0016748,0.0033032,0.0023363
2502,501,4,2.17,0.78,0.32,90.35,6.79,0.425791974,9084.824024,2.40304E+12,4.16667E+12,6.5052E+12,8.92009E+12,5.00543E+11,1.15641E+12,0.00486788,0.00412995,0.00259657,0.0018654,0.0034535,0.0024267
2503,501,6,2.35,0.75,0.41,97.33,7.31,0.425791974,9084.824024,2.40304E+12,4.16667E+12,6.5052E+12,8.92009E+12,5.00543E+11,1.15641E+12,0.0056991,0.0045256,0.00286038,0.002182,0.0043713,0.0031199
2504,501,2,2.24,0.36,0.14,55.09,2.71,0.425791974,9084.824024,2.40304E+12,4.16667E+12,6.5052E+12,8.92009E+12,5.00543E+11,1.15641E+12,0.00748033,0.00614587,0.0041021,0.00346,0.0085697,0.0059686
2505,501,0,2.81,0.44,0.22,55.44,3.35,0.425791974,9084.824024,2.40304E+12,4.16667E+12,6.5052E+12,8.92009E+12,5.00543E+11,1.15641E+12,0.0117139,0.0094619,0.0057845,0.0044735,0.0116384,0.0074839
2506,502,4,2.17,0.78,0.32,90.35,6.79,0.307046399,23761.53531,1.32911E+13,1.16045E+13,7.8316E+12,8.66078E+12,6.84076E+12,1.34079E+13,0.00157209,0.00161361,0.00180828,0.00144564,0.00111285,0.00041219
2507,502,11,1.71,0.61,0.22,93.45,7.31,0.307046399,23761.53531,1.32911E+13,1.16045E+13,7.8316E+12,8.66078E+12,6.84076E+12,1.34079E+13,0.00142689,0.00148668,0.00169585,0.00135983,0.00106276,0.0003872
2508,502,0,2.81,0.44,0.22,55.44,3.35,0.307046399,23761.53531,1.32911E+13,1.16045E+13,7.8316E+12,8.66078E+12,6.84076E+12,1.34079E+13,0.00354102,0.00420931,0.00543088,0.0051282,0.0043528,0.0015833
2509,502,10,1.64,0.56,0.22,105.37,5.89,0.307046399,23761.53531,1.32911E+13,1.16045E+13,7.8316E+12,8.66078E+12,6.84076E+12,1.34079E+13,0.00123527,0.00125755,0.00143263,0.00114455,0.00089864,0.00032789
2510,502,8,1.92,0.66,0.29,86.89,6.91,0.307046399,23761.53531,1.32911E+13,1.16045E+13,7.8316E+12,8.66078E+12,6.84076E+12,1.34079E+13,0.00145808,0.00149552,0.00168217,0.00133608,0.00103821,0.00037828
2511,503,5,2.15,0.83,0.37,89.27,6.04,0.366193368,18357.90582,7.89638E+12,3.6774E+12,8.66078E+12,4.73591E+12,8.31282E+12,1.15653E+13,0.00253441,0.00368395,0.00233842,0.00221367,0.0013043,0.0005135
2512,503,10,1.64,0.56,0.22,105.37,5.89,0.366193368,18357.90582,7.89638E+12,3.6774E+12,8.66078E+12,4.73591E+12,8.31282E+12,1.15653E+13,0.00200992,0.00301458,0.00193525,0.00184892,0.00109581,0.00044514
2513,503,11,1.71,0.61,0.22,93.45,7.31,0.366193368,18357.90582,7.89638E+12,3.6774E+12,8.66078E+12,4.73591E+12,8.31282E+12,1.15653E+13,0.00200374,0.00297596,0.00190113,0.00180621,0.00106748,0.00044725
2514,503,3,1.75,0.34,0.28,45.39,2.03,0.366193368,18357.90582,7.89638E+12,3.6774E+12,8.66078E+12,4.73591E+12,8.31282E+12,1.15653E+13,0.00435573,0.00683525,0.0048209,0.0052416,0.0032487,0.0013226
2515,503,7,2.3,0.79,0.32,92.57,9.1,0.366193368,18357.90582,7.89638E+12,3.6774E+12,8.66078E+12,4.73591E+12,8.31282E+12,1.15653E+13,0.00263931,0.00384819,0.00245212,0.00239888,0.0014254,0.0005839
2516,504,9,1.93,0.6,0.4,95.82,7.16,0.394477602,11750.76697,6.09874E+12,9.85836E+12,4.03328E+12,2.89726E+12,3.36933E+12,6.42511E+12,0.00234815,0.00195991,0.00308197,0.00311887,0.0020239,0.000749
2517,504,6,2.35,0.75,0.41,97.33,7.31,0.394477602,11750.76697,6.09874E+12,9.85836E+12,4.03328E+12,2.89726E+12,3.36933E+12,6.42511E+12,0.00346669,0.00290946,0.00483653,0.0051074,0.0033995,0.0012594
2518,504,4,2.17,0.78,0.32,90.35,6.79,0.394477602,11750.76697,6.09874E+12,9.85836E+12,4.03328E+12,2.89726E+12,3.36933E+12,6.42511E+12,0.0026805,0.00216731,0.00335263,0.00337168,0.0021794,0.0008267
2519,504,10,1.64,0.56,0.22,105.37,5.89,0.394477602,11750.76697,6.09874E+12,9.85836E+12,4.03328E+12,2.89726E+12,3.36933E+12,6.42511E+12,0.00238238,0.00202034,0.00333497,0.0034848,0.0023115,0.0008628
2520,504,11,1.71,0.61,0.22,93.45,7.31,0.394477602,11750.76697,6.09874E+12,9.85836E+12,4.03328E+12,2.89726E+12,3.36933E+12,6.42511E+12,0.00256606,0.0021854,0.00354655,0.00368449,0.0024393,0.0009098
2521,505,1,2.14,0.44,0.26,59.1,3.02,0.439533321,9005.550439,1.25873E+12,4.08728E+12,7.00761E+12,7.94106E+12,0,3.58759E+12,0.0149667,0.0103667,0.0053332,0.0053224,0.0140681,0.0043477
2522,505,0,2.81,0.44,0.22,55.44,3.35,0.439533321,9005.550439,1.25873E+12,4.08728E+12,7.00761E+12,7.94106E+12,0,3.58759E+12,0.0132082,0.0093419,0.0052115,0.0049967,0.0131394,0.0041243
2523,505,3,1.75,0.34,0.28,45.39,2.03,0.439533321,9005.550439,1.25873E+12,4.08728E+12,7.00761E+12,7.94106E+12,0,3.58759E+12,0.0113199,0.0083672,0.0044986,0.0043292,0.0102143,0.0035249
2524,505,2,2.24,0.36,0.14,55.09,2.71,0.439533321,9005.550439,1.25873E+12,4.08728E+12,7.00761E+12,7.94106E+12,0,3.58759E+12,0.0093456,0.0064695,0.003476,0.0032027,0.008493,0.0031202
2525,505,6,2.35,0.75,0.41,97.33,7.31,0.439533321,9005.550439,1.25873E+12,4.08728E+12,7.00761E+12,7.94106E+12,0,3.58759E+12,0.00774917,0.0053096,0.0027643,0.0023064,0.0045473,0.0018039
2526,506,5,2.15,0.83,0.37,89.27,6.04,0.343872478,16576.74979,8.51709E+12,1.21735E+13,5.65219E+12,7.69178E+12,2.56529E+12,7.92723E+12,0.00215976,0.00184593,0.00234254,0.00175976,0.0019051,0.0008194
2527,506,3,1.75,0.34,0.28,45.39,2.03,0.343872478,16576.74979,8.51709E+12,1.21735E+13,5.65219E+12,7.69178E+12,2.56529E+12,7.92723E+12,0.00464312,0.00421172,0.00566066,0.0047785,0.0063647,0.0025762
2528,506,1,2.14,0.44,0.26,59.1,3.02,0.343872478,16576.74979,8.51709E+12,1.21735E+13,5.65219E+12,7.69178E+12,2.56529E+12,7.92723E+12,0.00369639,0.0033248,0.00451042,0.0035758,0.0046655,0.0019408
2529,506,9,1.93,0.6,0.4,95.82,7.16,0.343872478,16576.74979,8.51709E+12,1.21735E+13,5.65219E+12,7.69178E+12,2.56529E+12,7.92723E+12,0.00181587,0.00155059,0.00196681,0.00149587,0.00163592,0.00070673
2530,506,10,1.64,0.56,0.22,105.37,5.89,0.343872478,16576.74979,8.51709E+12,1.21735E+13,5.65219E+12,7.69178E+12,2.56529E+12,7.92723E+12,0.00175074,0.00145677,0.00185411,0.00137756,0.00156358,0.00065101
2531,507,0,2.81,0.44,0.22,55.44,3.35,0.374138903,17618.19066,1.53794E+12,1.24077E+13,5.38084E+12,6.99111E+12,1.23234E+13,8.45035E+12,0.0113437,0.0045063,0.0059062,0.0047398,0.0023369,0.0019971
2532,507,11,1.71,0.61,0.22,93.45,7.31,0.374138903,17618.19066,1.53794E+12,1.24077E+13,5.38084E+12,6.99111E+12,1.23234E+13,8.45035E+12,0.00428272,0.00187557,0.00223754,0.00174337,0.0008423,0.0007087
2533,507,2,2.24,0.36,0.14,55.09,2.71,0.374138903,17618.19066,1.53794E+12,1.24077E+13,5.38084E+12,6.99111E+12,1.23234E+13,8.45035E+12,0.0118793,0.0042614,0.0055628,0.0046405,0.0024117,0.0020318
2534,507,5,2.15,0.83,0.37,89.27,6.04,0.374138903,17618.19066,1.53794E+12,1.24077E+13,5.38084E+12,6.99111E+12,1.23234E+13,8.45035E+12,0.00573196,0.0023513,0.00268884,0.0020675,0.0009843,0.0008192
2535,507,3,1.75,0.34,0.28,45.39,2.03,0.374138903,17618.19066,1.53794E+12,1.24077E+13,5.38084E+12,6.99111E+12,1.23234E+13,8.45035E+12,0.00847631,0.00329035,0.0043035,0.0035671,0.0018522,0.0015302
2536,508,8,1.92,0.66,0.29,86.89,6.91,0.454908956,11194.63473,2.70342E+12,6.84076E+12,0,8.64096E+12,1.39925E+12,1.1383E+13,0.00390731,0.00335063,0.0064236,0.0022424,0.0020114,0.0005113
2537,508,1,2.14,0.44,0.26,59.1,3.02,0.454908956,11194.63473,2.70342E+12,6.84076E+12,0,8.64096E+12,1.39925E+12,1.1383E+13,0.0074195,0.00674598,0.0206495,0.0045853,0.0052396,0.0012815
2538,508,2,2.24,0.36,0.14,55.09,2.71,0.454908956,11194.63473,2.70342E+12,6.84076E+12,0,8.64096E+12,1.39925E+12,1.1383E+13,0.00483671,0.00451785,0.01059723,0.0032716,0.0042292,0.0010432
2539,508,0,2.81,0.44,0.22,55.44,3.35,0.454908956,11194.63473,2.70342E+12,6.84076E+12,0,8.64096E+12,1.39925E+12,1.1383E+13,0.00896917,0.00684015,0.02706061,0.0047504,0.0060626,0.0015182
2540,508,10,1.64,0.56,0.22,105.37,5.89,0.454908956,11194.63473,2.70342E+12,6.84076E+12,0,8.64096E+12,1.39925E+12,1.1383E+13,0.00326544,0.00294439,0.00555508,0.0020065,0.0018205,0.0004936
2541,509,0,2.81,0.44,0.22,55.44,3.35,0.413338727,13097.31668,8.25539E+12,1.89801E+12,4.56257E+12,4.2383E+12,4.06907E+12,9.65828E+12,0.00531224,0.01238183,0.0087579,0.0062199,0.0044258,0.001475
2542,509,10,1.64,0.56,0.22,105.37,5.89,0.413338727,13097.31668,8.25539E+12,1.89801E+12,4.56257E+12,4.2383E+12,4.06907E+12,9.65828E+12,0.00219209,0.00429409,0.00317533,0.00217738,0.0015459,0.0005535
2543,509,9,1.93,0.6,0.4,95.82,7.16,0.413338727,13097.31668,8.25539E+12,1.89801E+12,4.56257E+12,4.2383E+12,4.06907E+12,9.65828E+12,0.00234809,0.00438099,0.00318879,0.00228743,0.0016278,0.0005807
2544,509,1,2.14,0.44,0.26,59.1,3.02,0.413338727,13097.31668,8.25539E+12,1.89801E+12,4.56257E+12,4.2383E+12,4.06907E+12,9.65828E+12,0.00410034,0.00956769,0.006958,0.0050128,0.0036438,0.0012569
2545,509,7,2.3,0.79,0.32,92.57,9.1,0.413338727,13097.31668,8.25539E+12,1.89801E+12,4.56257E+12,4.2383E+12,4.06907E+12,9.65828E+12,0.00329405,0.00691397,0.0049411,0.0033685,0.0024052,0.0008395
2546,510,5,2.15,0.83,0.37,89.27,6.04,0.415513008,12199.49283,9.89485E+11,6.99862E+12,4.77919E+12,7.06249E+12,3.42038E+12,8.76843E+12,0.00675095,0.00344185,0.0029435,0.0021783,0.0018566,0.0007054
2547,510,9,1.93,0.6,0.4,95.82,7.16,0.415513008,12199.49283,9.89485E+11,6.99862E+12,4.77919E+12,7.06249E+12,3.42038E+12,8.76843E+12,0.00550129,0.00283849,0.00247409,0.0018644,0.0015967,0.0006129
2548,510,2,2.24,0.36,0.14,55.09,2.71,0.415513008,12199.49283,9.89485E+11,6.99862E+12,4.77919E+12,7.06249E+12,3.42038E+12,8.76843E+12,0.0115849,0.0058157,0.0053745,0.0041043,0.0036863,0.0013554
2549,510,1,2.14,0.44,0.26,59.1,3.02,0.415513008,12199.49283,9.89485E+11,6.99862E+12,4.77919E+12,7.06249E+12,3.42038E+12,8.76843E+12,0.011605,0.0054647,0.0046868,0.0036044,0.0035367,0.0012647
2550,510,3,1.75,0.34,0.28,45.39,2.03,0.415513008,12199.49283,9.89485E+11,6.99862E+12,4.77919E+12,7.06249E+12,3.42038E+12,8.76843E+12,0.0156906,0.0070181,0.0063889,0.0049015,0.005333,0.0018943
2551,511,6,2.35,0.75,0.41,97.33,7.31,0.504494254,7704.475137,1.06301E+13,2.53511E+12,6.36898E+12,0,0,0,0.00239991,0.00501049,0.00458347,0.0119316,0.0119112,0.0076665
2552,511,8,1.92,0.66,0.29,86.89,6.91,0.504494254,7704.475137,1.06301E+13,2.53511E+12,6.36898E+12,0,0,0,0.00201187,0.00419285,0.00389635,0.0097562,0.0098871,0.0064661
2553,511,9,1.93,0.6,0.4,95.82,7.16,0.504494254,7704.475137,1.06301E+13,2.53511E+12,6.36898E+12,0,0,0,0.00192305,0.00388464,0.00364797,0.00909655,0.0093193,0.0061967
2554,511,7,2.3,0.79,0.32,92.57,9.1,0.504494254,7704.475137,1.06301E+13,2.53511E+12,6.36898E+12,0,0,0,0.00254608,0.00527283,0.00482942,0.0130117,0.0133062,0.0088677
2555,511,2,2.24,0.36,0.14,55.09,2.71,0.504494254,7704.475137,1.06301E+13,2.53511E+12,6.36898E+12,0,0,0,0.0031561,0.00672088,0.00547428,0.0163227,0.0182835,0.0157516
2556,512,5,2.15,0.83,0.37,89.27,6.04,0.485952836,15263.62321,4.96111E+11,1.10042E+13,0,1.66521E+12,1.42867E+13,1.42222E+13,0.00643861,0.00309034,0.00847804,0.0054536,0.0009884,0.0004319
2557,512,0,2.81,0.44,0.22,55.44,3.35,0.485952836,15263.62321,4.96111E+11,1.10042E+13,0,1.66521E+12,1.42867E+13,1.42222E+13,0.0108208,0.0046034,0.0229396,0.0117975,0.0019194,0.0009172
2558,512,6,2.35,0.75,0.41,97.33,7.31,0.485952836,15263.62321,4.96111E+11,1.10042E+13,0,1.66521E+12,1.42867E+13,1.42222E+13,0.0074758,0.003507,0.0100433,0.0063676,0.0011377,0.0004677
2559,512,10,1.64,0.56,0.22,105.37,5.89,0.485952836,15263.62321,4.96111E+11,1.10042E+13,0,1.66521E+12,1.42867E+13,1.42222E+13,0.00609996,0.00302728,0.00854836,0.0054837,0.0009963,0.0004002
2560,512,8,1.92,0.66,0.29,86.89,6.91,0.485952836,15263.62321,4.96111E+11,1.10042E+13,0,1.66521E+12,1.42867E+13,1.42222E+13,0.00750685,0.00362535,0.0108673,0.0067717,0.0011993,0.0004942
2561,513,0,2.81,0.44,0.22,55.44,3.35,0.455650545,12019.16805,2.50072E+12,3.80042E+12,6.88794E+11,9.21603E+12,7.11714E+12,6.38618E+12,0.0100807,0.0127481,0.0180703,0.0044098,0.0025955,0.0019742
2562,513,1,2.14,0.44,0.26,59.1,3.02,0.455650545,12019.16805,2.50072E+12,3.80042E+12,6.88794E+11,9.21603E+12,7.11714E+12,6.38618E+12,0.0099875,0.0105284,0.0152812,0.0041992,0.0026142,0.0020649
2563,513,5,2.15,0.83,0.37,89.27,6.04,0.455650545,12019.16805,2.50072E+12,3.80042E+12,6.88794E+11,9.21603E+12,7.11714E+12,6.38618E+12,0.00444653,0.0048571,0.0057476,0.0017874,0.0009968,0.000737
2564,513,9,1.93,0.6,0.4,95.82,7.16,0.455650545,12019.16805,2.50072E+12,3.80042E+12,6.88794E+11,9.21603E+12,7.11714E+12,6.38618E+12,0.0043072,0.00483366,0.00565944,0.0017908,0.000952,0.0007445
2565,513,8,1.92,0.66,0.29,86.89,6.91,0.455650545,12019.16805,2.50072E+12,3.80042E+12,6.88794E+11,9.21603E+12,7.11714E+12,6.38618E+12,0.00428828,0.00450171,0.00561121,0.001737,0.0009865,0.0006857
2566,514,5,2.15,0.83,0.37,89.27,6.04,0.440718422,13703.68641,0,1.23901E+13,1.7519E+12,8.83238E+12,0,1.48413E+13,0.00708704,0.00231423,0.00334696,0.0020016,0.002948,0.0005761
2567,514,2,2.24,0.36,0.14,55.09,2.71,0.440718422,13703.68641,0,1.23901E+13,1.7519E+12,8.83238E+12,0,1.48413E+13,0.0115416,0.0035065,0.0057858,0.0035245,0.0071402,0.0011348
2568,514,1,2.14,0.44,0.26,59.1,3.02,0.440718422,13703.68641,0,1.23901E+13,1.7519E+12,8.83238E+12,0,1.48413E+13,0.0191138,0.0048895,0.0084448,0.0048826,0.0106084,0.0015792
2569,514,11,1.71,0.61,0.22,93.45,7.31,0.440718422,13703.68641,0,1.23901E+13,1.7519E+12,8.83238E+12,0,1.48413E+13,0.00751569,0.00250371,0.0037156,0.0022135,0.0033944,0.0006498
2570,514,0,2.81,0.44,0.22,55.44,3.35,0.440718422,13703.68641,0,1.23901E+13,1.7519E+12,8.83238E+12,0,1.48413E+13,0.0195327,0.0048244,0.0098504,0.0053772,0.0140321,0.0017309
2571,515,4,2.17,0.78,0.32,90.35,6.79,0.49379865,6911.128675,0,2.86357E+12,7.89319E+12,1.16604E+12,4.80309E+12,2.79849E+12,0.0114671,0.0069047,0.0034371,0.0047915,0.0027183,0.0017176
2572,515,6,2.35,0.75,0.41,97.33,7.31,0.49379865,6911.128675,0,2.86357E+12,7.89319E+12,1.16604E+12,4.80309E+12,2.79849E+12,0.0118665,0.0071557,0.0036019,0.0051123,0.0028871,0.0018086
2573,515,8,1.92,0.66,0.29,86.89,6.91,0.49379865,6911.128675,0,2.86357E+12,7.89319E+12,1.16604E+12,4.80309E+12,2.79849E+12,0.0121363,0.0073409,0.003733,0.0053838,0.0030563,0.0019324
2574,515,11,1.71,0.61,0.22,93.45,7.31,0.49379865,6911.128675,0,2.86357E+12,7.89319E+12,1.16604E+12,4.80309E+12,2.79849E+12,0.00986428,0.00615412,0.0032337,0.0046981,0.0026941,0.0017044
2575,515,10,1.64,0.56,0.22,105.37,5.89,0.49379865,6911.128675,0,2.86357E+12,7.89319E+12,1.16604E+12,4.80309E+12,2.79849E+12,0.00946684,0.00584276,0.0030056,0.0042628,0.0024443,0.0015384
2576,516,0,2.81,0.44,0.22,55.44,3.35,0.370930874,18642.36887,1.43953E+13,1.03881E+13,6.51884E+12,0,1.15918E+13,5.01656E+12,0.00247141,0.00316381,0.00542802,0.01646893,0.0028195,0.0018182
2577,516,6,2.35,0.75,0.41,97.33,7.31,0.370930874,18642.36887,1.43953E+13,1.03881E+13,6.51884E+12,0,1.15918E+13,5.01656E+12,0.00163923,0.00203497,0.00324612,0.00607848,0.0014089,0.0007192
2578,516,9,1.93,0.6,0.4,95.82,7.16,0.370930874,18642.36887,1.43953E+13,1.03881E+13,6.51884E+12,0,1.15918E+13,5.01656E+12,0.00126929,0.00153812,0.00240944,0.00420679,0.00104203,0.00051078
2579,516,2,2.24,0.36,0.14,55.09,2.71,0.370930874,18642.36887,1.43953E+13,1.03881E+13,6.51884E+12,0,1.15918E+13,5.01656E+12,0.00218839,0.00295301,0.00566005,0.016611,0.002598,0.0016604
2580,516,1,2.14,0.44,0.26,59.1,3.02,0.370930874,18642.36887,1.43953E+13,1.03881E+13,6.51884E+12,0,1.15918E+13,5.01656E+12,0.00228903,0.00304969,0.00567117,0.0171495,0.0027269,0.0017025
2581,517,4,2.17,0.78,0.32,90.35,6.79,0.419033687,10933.0678,2.92941E+12,3.56909E+12,1.37721E+13,4.41619E+12,0,4.48203E+12,0.00473804,0.00405176,0.00164377,0.0026837,0.0041145,0.0013846
2582,517,0,2.81,0.44,0.22,55.44,3.35,0.419033687,10933.0678,2.92941E+12,3.56909E+12,1.37721E+13,4.41619E+12,0,4.48203E+12,0.00989629,0.00923244,0.0036109,0.0069586,0.0156754,0.0036602
2583,517,8,1.92,0.66,0.29,86.89,6.91,0.419033687,10933.0678,2.92941E+12,3.56909E+12,1.37721E+13,4.41619E+12,0,4.48203E+12,0.0040716,0.00358848,0.00138405,0.00233958,0.0037311,0.001236
2584,517,7,2.3,0.79,0.32,92.57,9.1,0.419033687,10933.0678,2.92941E+12,3.56909E+12,1.37721E+13,4.41619E+12,0,4.48203E+12,0.00636421,0.00559069,0.0023129,0.0041552,0.0072534,0.0022486
2585,517,6,2.35,0.75,0.41,97.33,7.31,0.419033687,10933.0678,2.92941E+12,3.56909E+12,1.37721E+13,4.41619E+12,0,4.48203E+12,0.00473073,0.00422318,0.00172268,0.003063,0.0049822,0.001643
2586,518,4,2.17,0.78,0.32,90.35,6.79,0.400308062,14805.11691,2.40304E+12,2.75159E+12,9.2506E+12,9.6117E+12,1.19295E+13,3.97205E+12,0.00514192,0.00471451,0.00208921,0.0013332,0.0008193,0.000733
2587,518,6,2.35,0.75,0.41,97.33,7.31,0.400308062,14805.11691,2.40304E+12,2.75159E+12,9.2506E+12,9.6117E+12,1.19295E+13,3.97205E+12,0.00691214,0.00622486,0.0027763,0.0017632,0.0011247,0.0010267
2588,518,8,1.92,0.66,0.29,86.89,6.91,0.400308062,14805.11691,2.40304E+12,2.75159E+12,9.2506E+12,9.6117E+12,1.19295E+13,3.97205E+12,0.004655,0.00427998,0.00192227,0.0012354,0.0007681,0.0006953
2589,518,5,2.15,0.83,0.37,89.27,6.04,0.400308062,14805.11691,2.40304E+12,2.75159E+12,9.2506E+12,9.6117E+12,1.19295E+13,3.97205E+12,0.00536959,0.00486541,0.0021937,0.0013858,0.0008834,0.0007941
2590,518,7,2.3,0.79,0.32,92.57,9.1,0.400308062,14805.11691,2.40304E+12,2.75159E+12,9.2506E+12,9.6117E+12,1.19295E+13,3.97205E+12,0.00757649,0.00683071,0.0030103,0.0018978,0.001199,0.0010799
2591,519,6,2.35,0.75,0.41,97.33,7.31,0.417912807,8932.67328,2.86319E+12,6.81114E+12,1.90564E+12,8.93963E+12,1.65708E+12,3.63686E+12,0.0048748,0.00391249,0.00525391,0.0023389,0.0028729,0.0016095
2592,519,2,2.24,0.36,0.14,55.09,2.71,0.417912807,8932.67328,2.86319E+12,6.81114E+12,1.90564E+12,8.93963E+12,1.65708E+12,3.63686E+12,0.00700826,0.00563718,0.0083831,0.0039183,0.0055373,0.0030976
2593,519,5,2.15,0.83,0.37,89.27,6.04,0.417912807,8932.67328,2.86319E+12,6.81114E+12,1.90564E+12,8.93963E+12,1.65708E+12,3.63686E+12,0.00437497,0.00336169,0.00428994,0.0020265,0.0024335,0.0014071
2594,519,7,2.3,0.79,0.32,92.57,9.1,0.417912807,8932.67328,2.86319E+12,6.81114E+12,1.90564E+12,8.93963E+12,1.65708E+12,3.63686E+12,0.00530725,0.00422791,0.00568764,0.0026826,0.0033892,0.0019607
2595,519,3,1.75,0.34,0.28,45.39,2.03,0.417912807,8932.67328,2.86319E+12,6.81114E+12,1.90564E+12,8.93963E+12,1.65708E+12,3.63686E+12,0.00908375,0.00695076,0.0106394,0.0048528,0.0083832,0.0046174
2596,520,2,2.24,0.36,0.14,55.09,2.71,0.423521923,11734.53054,0,6.63956E+12,1.00081E+13,8.20891E+12,1.99004E+12,6.60523E+12,0.0131487,0.0054077,0.0028494,0.0031846,0.0043047,0.0016252
2597,520,6,2.35,0.75,0.41,97.33,7.31,0.423521923,11734.53054,0,6.63956E+12,1.00081E+13,8.20891E+12,1.99004E+12,6.60523E+12,0.0101526,0.0040992,0.0018999,0.0020081,0.0025683,0.0010096
2598,520,8,1.92,0.66,0.29,86.89,6.91,0.423521923,11734.53054,0,6.63956E+12,1.00081E+13,8.20891E+12,1.99004E+12,6.60523E+12,0.00849435,0.00351915,0.0016759,0.0017425,0.0022159,0.0007993
2599,520,3,1.75,0.34,0.28,45.39,2.03,0.423521923,11734.53054,0,6.63956E+12,1.00081E+13,8.20891E+12,1.99004E+12,6.60523E+12,0.0213435,0.0068175,0.0035491,0.004058,0.005624,0.002091
2600,520,10,1.64,0.56,0.22,105.37,5.89,0.423521923,11734.53054,0,6.63956E+12,1.00081E+13,8.20891E+12,1.99004E+12,6.60523E+12,0.00710083,0.00303167,0.001436,0.0015191,0.0019509,0.000688
