ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
119,24,9,1.93,0.6,0.4,95.82,7.16,0.443049276,12944.14978,1.10771E+13,6.52982E+12,8.73852E+12,0,3.15727E+11,8.29425E+12,0.0018208,0.00229833,0.00245104,0.00639191,0.0050969,0.0009643
120,24,6,2.35,0.75,0.41,97.33,7.31,0.443049276,12944.14978,1.10771E+13,6.52982E+12,8.73852E+12,0,3.15727E+11,8.29425E+12,0.00205968,0.00282353,0.00307771,0.00845238,0.0066074,0.0011262
121,25,10,1.64,0.56,0.22,105.37,5.89,0.457289637,12691.23781,5.55473E+12,0,6.56783E+12,7.8596E+12,0,1.37806E+13,0.00315883,0.00663413,0.00273885,0.0016934,0.0028927,0.0005949
122,25,5,2.15,0.83,0.37,89.27,6.04,0.457289637,12691.23781,5.55473E+12,0,6.56783E+12,7.8596E+12,0,1.37806E+13,0.00381012,0.00821619,0.003194,0.0019406,0.0033574,0.00066
123,25,8,1.92,0.66,0.29,86.89,6.91,0.457289637,12691.23781,5.55473E+12,0,6.56783E+12,7.8596E+12,0,1.37806E+13,0.00350773,0.00753187,0.0029885,0.0018232,0.0031385,0.0006548
124,25,1,2.14,0.44,0.26,59.1,3.02,0.457289637,12691.23781,5.55473E+12,0,6.56783E+12,7.8596E+12,0,1.37806E+13,0.00622916,0.02269495,0.0055201,0.004082,0.0093541,0.0016215
125,25,6,2.35,0.75,0.41,97.33,7.31,0.457289637,12691.23781,5.55473E+12,0,6.56783E+12,7.8596E+12,0,1.37806E+13,0.00451664,0.01018156,0.0037684,0.002306,0.004068,0.0007716
126,26,9,1.93,0.6,0.4,95.82,7.16,0.355961495,15020.5204,8.52754E+12,7.01394E+12,4.99902E+12,8.12549E+12,4.36926E+12,6.23716E+12,0.00178661,0.00214312,0.00231148,0.00139351,0.00140288,0.00077722
127,26,6,2.35,0.75,0.41,97.33,7.31,0.355961495,15020.5204,8.52754E+12,7.01394E+12,4.99902E+12,8.12549E+12,4.36926E+12,6.23716E+12,0.00229625,0.00274273,0.00303237,0.00182484,0.00175825,0.0010309
128,26,3,1.75,0.34,0.28,45.39,2.03,0.355961495,15020.5204,8.52754E+12,7.01394E+12,4.99902E+12,8.12549E+12,4.36926E+12,6.23716E+12,0.00464463,0.00614907,0.0067189,0.0044311,0.0048706,0.0028231
129,26,0,2.81,0.44,0.22,55.44,3.35,0.355961495,15020.5204,8.52754E+12,7.01394E+12,4.99902E+12,8.12549E+12,4.36926E+12,6.23716E+12,0.00617191,0.00861528,0.0111643,0.0062629,0.0071197,0.0040894
130,26,11,1.71,0.61,0.22,93.45,7.31,0.355961495,15020.5204,8.52754E+12,7.01394E+12,4.99902E+12,8.12549E+12,4.36926E+12,6.23716E+12,0.00188477,0.00227532,0.00256058,0.00154424,0.00154399,0.00087883
131,27,6,2.35,0.75,0.41,97.33,7.31,0.481231373,8775.833652,5.61881E+12,4.46661E+12,5.83019E+11,4.19774E+12,0,7.87156E+12,0.00368272,0.00515647,0.00819338,0.0049283,0.0048244,0.0008651
132,27,10,1.64,0.56,0.22,105.37,5.89,0.481231373,8775.833652,5.61881E+12,4.46661E+12,5.83019E+11,4.19774E+12,0,7.87156E+12,0.0029472,0.00412877,0.00649533,0.0040154,0.0038592,0.0007227
133,27,9,1.93,0.6,0.4,95.82,7.16,0.481231373,8775.833652,5.61881E+12,4.46661E+12,5.83019E+11,4.19774E+12,0,7.87156E+12,0.00351943,0.00499765,0.00798572,0.0048635,0.0047856,0.0008653
134,27,2,2.24,0.36,0.14,55.09,2.71,0.481231373,8775.833652,5.61881E+12,4.46661E+12,5.83019E+11,4.19774E+12,0,7.87156E+12,0.00624347,0.01042037,0.0202153,0.0109152,0.0129921,0.0017763
135,27,11,1.71,0.61,0.22,93.45,7.31,0.481231373,8775.833652,5.61881E+12,4.46661E+12,5.83019E+11,4.19774E+12,0,7.87156E+12,0.00323758,0.00460701,0.00739574,0.0045958,0.0045326,0.0008309
136,28,9,1.93,0.6,0.4,95.82,7.16,0.317911466,23937.9039,3.25334E+12,1.90501E+13,1.93822E+13,6.47417E+12,1.23731E+13,1.20719E+12,0.00291191,0.00101497,0.00086536,0.00132712,0.00071722,0.00112521
137,28,7,2.3,0.79,0.32,92.57,9.1,0.317911466,23937.9039,3.25334E+12,1.90501E+13,1.93822E+13,6.47417E+12,1.23731E+13,1.20719E+12,0.00450124,0.00151433,0.00110453,0.00176151,0.00106369,0.00167693
138,28,10,1.64,0.56,0.22,105.37,5.89,0.317911466,23937.9039,3.25334E+12,1.90501E+13,1.93822E+13,6.47417E+12,1.23731E+13,1.20719E+12,0.00287197,0.00098113,0.00071273,0.0011227,0.000702,0.00110665
139,28,1,2.14,0.44,0.26,59.1,3.02,0.317911466,23937.9039,3.25334E+12,1.90501E+13,1.93822E+13,6.47417E+12,1.23731E+13,1.20719E+12,0.00914739,0.00291701,0.002335,0.0039598,0.0024289,0.0044944
140,28,4,2.17,0.78,0.32,90.35,6.79,0.317911466,23937.9039,3.25334E+12,1.90501E+13,1.93822E+13,6.47417E+12,1.23731E+13,1.20719E+12,0.0036874,0.00124369,0.00099706,0.00153844,0.00085817,0.00134098
141,29,11,1.71,0.61,0.22,93.45,7.31,0.350223601,16433.36105,9.14843E+12,9.79774E+12,6.35529E+12,1.28289E+13,0,4.68443E+12,0.00183422,0.00183233,0.00194246,0.00128465,0.0031485,0.00129317
142,29,3,1.75,0.34,0.28,45.39,2.03,0.350223601,16433.36105,9.14843E+12,9.79774E+12,6.35529E+12,1.28289E+13,0,4.68443E+12,0.00391564,0.00424017,0.00453676,0.0029872,0.0120366,0.0038101
143,29,6,2.35,0.75,0.41,97.33,7.31,0.350223601,16433.36105,9.14843E+12,9.79774E+12,6.35529E+12,1.28289E+13,0,4.68443E+12,0.00205443,0.00214197,0.00225242,0.00145762,0.0036195,0.0014545
144,29,8,1.92,0.66,0.29,86.89,6.91,0.350223601,16433.36105,9.14843E+12,9.79774E+12,6.35529E+12,1.28289E+13,0,4.68443E+12,0.0018639,0.00194776,0.00202902,0.00129149,0.00308199,0.001258
145,29,0,2.81,0.44,0.22,55.44,3.35,0.350223601,16433.36105,9.14843E+12,9.79774E+12,6.35529E+12,1.28289E+13,0,4.68443E+12,0.00392254,0.00457582,0.00519224,0.0036066,0.0190609,0.0042901
146,30,2,2.24,0.36,0.14,55.09,2.71,0.404480271,13236.52472,1.92243E+12,4.65331E+12,1.06676E+13,3.63686E+12,7.24427E+12,8.20065E+12,0.0106934,0.0075971,0.0041615,0.0060013,0.0034045,0.0015276
147,30,10,1.64,0.56,0.22,105.37,5.89,0.404480271,13236.52472,1.92243E+12,4.65331E+12,1.06676E+13,3.63686E+12,7.24427E+12,8.20065E+12,0.0047118,0.003509,0.00182455,0.00241668,0.0013704,0.0006269
148,30,8,1.92,0.66,0.29,86.89,6.91,0.404480271,13236.52472,1.92243E+12,4.65331E+12,1.06676E+13,3.63686E+12,7.24427E+12,8.20065E+12,0.0047343,0.00343248,0.00179451,0.00233211,0.0013118,0.0005971
149,30,3,1.75,0.34,0.28,45.39,2.03,0.404480271,13236.52472,1.92243E+12,4.65331E+12,1.06676E+13,3.63686E+12,7.24427E+12,8.20065E+12,0.0112909,0.0082936,0.004209,0.0061749,0.0035543,0.0016496
150,30,7,2.3,0.79,0.32,92.57,9.1,0.404480271,13236.52472,1.92243E+12,4.65331E+12,1.06676E+13,3.63686E+12,7.24427E+12,8.20065E+12,0.00772666,0.00550424,0.0026887,0.0035112,0.0019893,0.0008564
151,31,9,1.93,0.6,0.4,95.82,7.16,0.333258553,20119.47468,1.10632E+13,1.19728E+13,5.10284E+12,5.90367E+12,1.57864E+13,5.54538E+12,0.00161034,0.00158373,0.00237592,0.0017993,0.00071989,0.00068153
152,31,5,2.15,0.83,0.37,89.27,6.04,0.333258553,20119.47468,1.10632E+13,1.19728E+13,5.10284E+12,5.90367E+12,1.57864E+13,5.54538E+12,0.0017623,0.00178162,0.00258043,0.00189598,0.00074724,0.00070093
153,31,11,1.71,0.61,0.22,93.45,7.31,0.333258553,20119.47468,1.10632E+13,1.19728E+13,5.10284E+12,5.90367E+12,1.57864E+13,5.54538E+12,0.00180942,0.00187979,0.0027984,0.00208848,0.00080604,0.00076988
154,31,4,2.17,0.78,0.32,90.35,6.79,0.333258553,20119.47468,1.10632E+13,1.19728E+13,5.10284E+12,5.90367E+12,1.57864E+13,5.54538E+12,0.00175894,0.00176823,0.00254511,0.00188092,0.00074672,0.00070088
155,31,10,1.64,0.56,0.22,105.37,5.89,0.333258553,20119.47468,1.10632E+13,1.19728E+13,5.10284E+12,5.90367E+12,1.57864E+13,5.54538E+12,0.00147399,0.00150397,0.00218903,0.0016167,0.00060537,0.00057089
156,32,9,1.93,0.6,0.4,95.82,7.16,0.430071779,13118.97599,0,1.26554E+13,1.52826E+12,1.11162E+13,4.42291E+12,3.26491E+12,0.00687897,0.00232942,0.00356966,0.0014972,0.0013443,0.0010226
157,32,0,2.81,0.44,0.22,55.44,3.35,0.430071779,13118.97599,0,1.26554E+13,1.52826E+12,1.11162E+13,4.42291E+12,3.26491E+12,0.0238243,0.0054333,0.0105158,0.0038736,0.0037694,0.0030294
158,32,11,1.71,0.61,0.22,93.45,7.31,0.430071779,13118.97599,0,1.26554E+13,1.52826E+12,1.11162E+13,4.42291E+12,3.26491E+12,0.00707263,0.00242184,0.00379713,0.0015993,0.0014528,0.0011212
159,32,10,1.64,0.56,0.22,105.37,5.89,0.430071779,13118.97599,0,1.26554E+13,1.52826E+12,1.11162E+13,4.42291E+12,3.26491E+12,0.00643407,0.00224747,0.00359836,0.0015264,0.0013086,0.0010744
160,32,7,2.3,0.79,0.32,92.57,9.1,0.430071779,13118.97599,0,1.26554E+13,1.52826E+12,1.11162E+13,4.42291E+12,3.26491E+12,0.0120888,0.003835,0.0065382,0.0025795,0.0023094,0.0017938
161,33,0,2.81,0.44,0.22,55.44,3.35,0.472018147,8216.52683,0,4.61612E+12,1.07607E+13,0,7.61905E+12,0,0.0201801,0.0080957,0.0043237,0.0150709,0.0044726,0.0073684
162,33,6,2.35,0.75,0.41,97.33,7.31,0.472018147,8216.52683,0,4.61612E+12,1.07607E+13,0,7.61905E+12,0,0.0103629,0.004915,0.0025878,0.00624,0.0023196,0.0027696
163,33,4,2.17,0.78,0.32,90.35,6.79,0.472018147,8216.52683,0,4.61612E+12,1.07607E+13,0,7.61905E+12,0,0.0104508,0.0048698,0.0025525,0.0061015,0.0022737,0.002648
164,33,11,1.71,0.61,0.22,93.45,7.31,0.472018147,8216.52683,0,4.61612E+12,1.07607E+13,0,7.61905E+12,0,0.00907785,0.0043996,0.0023825,0.0056161,0.0021137,0.0024585
165,33,5,2.15,0.83,0.37,89.27,6.04,0.472018147,8216.52683,0,4.61612E+12,1.07607E+13,0,7.61905E+12,0,0.00879877,0.00422713,0.002175,0.0049087,0.0018988,0.0021707
166,34,8,1.92,0.66,0.29,86.89,6.91,0.432006231,12557.75044,4.42664E+12,7.98089E+12,0,8.81655E+12,1.62018E+12,1.32103E+13,0.00340014,0.00322689,0.00691484,0.0022638,0.0019486,0.0005654
167,34,10,1.64,0.56,0.22,105.37,5.89,0.432006231,12557.75044,4.42664E+12,7.98089E+12,0,8.81655E+12,1.62018E+12,1.32103E+13,0.00288759,0.00282634,0.00607568,0.0020648,0.0017815,0.0005144
168,34,1,2.14,0.44,0.26,59.1,3.02,0.432006231,12557.75044,4.42664E+12,7.98089E+12,0,8.81655E+12,1.62018E+12,1.32103E+13,0.00603866,0.00562474,0.0241442,0.0042559,0.0047697,0.0012656
169,34,7,2.3,0.79,0.32,92.57,9.1,0.432006231,12557.75044,4.42664E+12,7.98089E+12,0,8.81655E+12,1.62018E+12,1.32103E+13,0.00422896,0.00463423,0.01225677,0.0034681,0.0031866,0.0009213
170,34,5,2.15,0.83,0.37,89.27,6.04,0.432006231,12557.75044,4.42664E+12,7.98089E+12,0,8.81655E+12,1.62018E+12,1.32103E+13,0.00323103,0.00316052,0.00675187,0.0021881,0.001933,0.0005731
171,35,3,1.75,0.34,0.28,45.39,2.03,0.38252063,13175.64937,9.13588E+12,5.73417E+12,5.67548E+12,2.76262E+12,4.67596E+12,5.64833E+12,0.00318871,0.00475165,0.00489796,0.0059652,0.0040217,0.0014882
172,35,11,1.71,0.61,0.22,93.45,7.31,0.38252063,13175.64937,9.13588E+12,5.73417E+12,5.67548E+12,2.76262E+12,4.67596E+12,5.64833E+12,0.0019333,0.00256954,0.00289837,0.00324329,0.0019285,0.0007417
173,35,7,2.3,0.79,0.32,92.57,9.1,0.38252063,13175.64937,9.13588E+12,5.73417E+12,5.67548E+12,2.76262E+12,4.67596E+12,5.64833E+12,0.00242035,0.00339112,0.00339825,0.00368117,0.0023262,0.0008022
174,35,10,1.64,0.56,0.22,105.37,5.89,0.38252063,13175.64937,9.13588E+12,5.73417E+12,5.67548E+12,2.76262E+12,4.67596E+12,5.64833E+12,0.00184699,0.00255994,0.00261743,0.00288231,0.00186446,0.0006508
175,35,8,1.92,0.66,0.29,86.89,6.91,0.38252063,13175.64937,9.13588E+12,5.73417E+12,5.67548E+12,2.76262E+12,4.67596E+12,5.64833E+12,0.00204413,0.00259489,0.00276214,0.00293464,0.00173933,0.0006422
176,36,2,2.24,0.36,0.14,55.09,2.71,0.354810834,15560.78957,7.68971E+12,8.70654E+12,1.4188E+13,1.06986E+13,2.59776E+11,1.00155E+12,0.00454403,0.00418196,0.00275309,0.00314112,0.01257804,0.0092891
177,36,1,2.14,0.44,0.26,59.1,3.02,0.354810834,15560.78957,7.68971E+12,8.70654E+12,1.4188E+13,1.06986E+13,2.59776E+11,1.00155E+12,0.00392018,0.00383786,0.00234286,0.0028365,0.00934369,0.0069225
178,36,9,1.93,0.6,0.4,95.82,7.16,0.354810834,15560.78957,7.68971E+12,8.70654E+12,1.4188E+13,1.06986E+13,2.59776E+11,1.00155E+12,0.00192263,0.00169824,0.00111395,0.00128141,0.00294821,0.00213873
179,36,5,2.15,0.83,0.37,89.27,6.04,0.354810834,15560.78957,7.68971E+12,8.70654E+12,1.4188E+13,1.06986E+13,2.59776E+11,1.00155E+12,0.00227931,0.0020529,0.00129678,0.00148188,0.00345529,0.0024648
180,36,8,1.92,0.66,0.29,86.89,6.91,0.354810834,15560.78957,7.68971E+12,8.70654E+12,1.4188E+13,1.06986E+13,2.59776E+11,1.00155E+12,0.00222721,0.00204682,0.00121004,0.00142839,0.0035841,0.0025555
181,37,8,1.92,0.66,0.29,86.89,6.91,0.39819409,14043.86107,9.39368E+12,7.69586E+12,6.30264E+12,0,7.34306E+12,5.45937E+12,0.00185458,0.00227975,0.00286398,0.00475506,0.0015021,0.0006145
182,37,4,2.17,0.78,0.32,90.35,6.79,0.39819409,14043.86107,9.39368E+12,7.69586E+12,6.30264E+12,0,7.34306E+12,5.45937E+12,0.00202707,0.00246774,0.00306015,0.00493054,0.0015302,0.0006213
183,37,1,2.14,0.44,0.26,59.1,3.02,0.39819409,14043.86107,9.39368E+12,7.69586E+12,6.30264E+12,0,7.34306E+12,5.45937E+12,0.00301777,0.0040708,0.00618131,0.0149991,0.0034375,0.0016088
184,37,6,2.35,0.75,0.41,97.33,7.31,0.39819409,14043.86107,9.39368E+12,7.69586E+12,6.30264E+12,0,7.34306E+12,5.45937E+12,0.00243802,0.00309244,0.00414859,0.00763144,0.0021409,0.0008561
185,37,2,2.24,0.36,0.14,55.09,2.71,0.39819409,14043.86107,9.39368E+12,7.69586E+12,6.30264E+12,0,7.34306E+12,5.45937E+12,0.00326015,0.0043564,0.00612157,0.0160117,0.003862,0.0017957
186,38,4,2.17,0.78,0.32,90.35,6.79,0.529720126,8430.273901,0,4.74504E+11,3.81485E+12,5.50252E+12,1.05223E+13,2.33798E+12,0.0148703,0.0140564,0.0060162,0.0025363,0.0012005,0.0013593
187,38,11,1.71,0.61,0.22,93.45,7.31,0.529720126,8430.273901,0,4.74504E+11,3.81485E+12,5.50252E+12,1.05223E+13,2.33798E+12,0.0166699,0.0161554,0.0069813,0.0029429,0.0014105,0.0015852
188,38,3,1.75,0.34,0.28,45.39,2.03,0.529720126,8430.273901,0,4.74504E+11,3.81485E+12,5.50252E+12,1.05223E+13,2.33798E+12,0.0202361,0.0195354,0.0091481,0.0040978,0.0019619,0.0023642
189,38,10,1.64,0.56,0.22,105.37,5.89,0.529720126,8430.273901,0,4.74504E+11,3.81485E+12,5.50252E+12,1.05223E+13,2.33798E+12,0.023079,0.0199321,0.0079335,0.0035383,0.0017985,0.0021696
190,38,8,1.92,0.66,0.29,86.89,6.91,0.529720126,8430.273901,0,4.74504E+11,3.81485E+12,5.50252E+12,1.05223E+13,2.33798E+12,0.0127125,0.0122141,0.005442,0.0023315,0.0011114,0.0012589
191,39,2,2.24,0.36,0.14,55.09,2.71,0.572993991,5314.652841,0,0,6.4403E+12,0,1.51394E+12,7.00754E+12,0.0214606,0.0256488,0.0066626,0.0129402,0.0073759,0.0016059
192,39,8,1.92,0.66,0.29,86.89,6.91,0.572993991,5314.652841,0,0,6.4403E+12,0,1.51394E+12,7.00754E+12,0.0227245,0.0240643,0.0062257,0.0107074,0.0064352,0.001369
193,39,3,1.75,0.34,0.28,45.39,2.03,0.572993991,5314.652841,0,0,6.4403E+12,0,1.51394E+12,7.00754E+12,0.0261476,0.0287112,0.0066068,0.0126106,0.0073965,0.0016549
194,39,5,2.15,0.83,0.37,89.27,6.04,0.572993991,5314.652841,0,0,6.4403E+12,0,1.51394E+12,7.00754E+12,0.0171153,0.0183734,0.0057412,0.009585,0.0056373,0.0012352
195,39,7,2.3,0.79,0.32,92.57,9.1,0.572993991,5314.652841,0,0,6.4403E+12,0,1.51394E+12,7.00754E+12,0.0261813,0.0304936,0.0064734,0.0119518,0.0071815,0.0015128
196,40,11,1.71,0.61,0.22,93.45,7.31,0.393757267,17246.51381,1.69445E+13,0,8.41426E+12,6.51487E+12,5.51378E+12,4.96855E+12,0.001548,0.00687686,0.00264107,0.0016037,0.001347,0.000918
197,40,6,2.35,0.75,0.41,97.33,7.31,0.393757267,17246.51381,1.69445E+13,0,8.41426E+12,6.51487E+12,5.51378E+12,4.96855E+12,0.00210662,0.00966838,0.0032493,0.0019449,0.0017965,0.0011141
198,40,3,1.75,0.34,0.28,45.39,2.03,0.393757267,17246.51381,1.69445E+13,0,8.41426E+12,6.51487E+12,5.51378E+12,4.96855E+12,0.00258587,0.0208091,0.004935,0.0033237,0.0030772,0.0020819
199,40,4,2.17,0.78,0.32,90.35,6.79,0.393757267,17246.51381,1.69445E+13,0,8.41426E+12,6.51487E+12,5.51378E+12,4.96855E+12,0.00173206,0.00702085,0.00265053,0.0015788,0.0013669,0.0008835
200,40,0,2.81,0.44,0.22,55.44,3.35,0.393757267,17246.51381,1.69445E+13,0,8.41426E+12,6.51487E+12,5.51378E+12,4.96855E+12,0.00262328,0.02629939,0.0048493,0.0032931,0.0032725,0.0024089
201,41,8,1.92,0.66,0.29,86.89,6.91,0.461845756,12843.26862,0,9.08562E+12,0,1.0615E+13,7.86105E+12,6.03597E+12,0.00689977,0.00316763,0.0059489,0.0017793,0.0008882,0.000822
202,41,10,1.64,0.56,0.22,105.37,5.89,0.461845756,12843.26862,0,9.08562E+12,0,1.0615E+13,7.86105E+12,6.03597E+12,0.00603698,0.00286273,0.00533047,0.0016235,0.0007985,0.0007328
203,41,2,2.24,0.36,0.14,55.09,2.71,0.461845756,12843.26862,0,9.08562E+12,0,1.0615E+13,7.86105E+12,6.03597E+12,0.0146543,0.0063357,0.0267271,0.0038373,0.0019592,0.0019521
204,41,9,1.93,0.6,0.4,95.82,7.16,0.461845756,12843.26862,0,9.08562E+12,0,1.0615E+13,7.86105E+12,6.03597E+12,0.0079731,0.0035334,0.006966,0.0020553,0.0010253,0.000959
205,41,5,2.15,0.83,0.37,89.27,6.04,0.461845756,12843.26862,0,9.08562E+12,0,1.0615E+13,7.86105E+12,6.03597E+12,0.00762285,0.00343015,0.0064744,0.0018982,0.0008983,0.0008427
206,42,9,1.93,0.6,0.4,95.82,7.16,0.359226854,16615.92878,2.93947E+12,8.64925E+12,1.30141E+13,6.85196E+12,1.05921E+13,1.80416E+12,0.00335353,0.00207231,0.00133721,0.00133508,0.00102026,0.00123292
207,42,2,2.24,0.36,0.14,55.09,2.71,0.359226854,16615.92878,2.93947E+12,8.64925E+12,1.30141E+13,6.85196E+12,1.05921E+13,1.80416E+12,0.00831805,0.00489098,0.0033276,0.0038553,0.0030942,0.0046933
208,42,10,1.64,0.56,0.22,105.37,5.89,0.359226854,16615.92878,2.93947E+12,8.64925E+12,1.30141E+13,6.85196E+12,1.05921E+13,1.80416E+12,0.00354788,0.00210535,0.00136028,0.00146195,0.00106788,0.00128416
209,42,3,1.75,0.34,0.28,45.39,2.03,0.359226854,16615.92878,2.93947E+12,8.64925E+12,1.30141E+13,6.85196E+12,1.05921E+13,1.80416E+12,0.00825566,0.00535114,0.0037294,0.0040087,0.0032134,0.0044342
210,42,7,2.3,0.79,0.32,92.57,9.1,0.359226854,16615.92878,2.93947E+12,8.64925E+12,1.30141E+13,6.85196E+12,1.05921E+13,1.80416E+12,0.0044414,0.00262335,0.00170932,0.00173781,0.0013346,0.0016368
211,43,10,1.64,0.56,0.22,105.37,5.89,0.416276541,11306.74188,1.27895E+13,1.07823E+13,2.32097E+12,5.85897E+12,0,0,0.00126164,0.00164665,0.00306728,0.002311,0.00397296,0.0035481
212,43,6,2.35,0.75,0.41,97.33,7.31,0.416276541,11306.74188,1.27895E+13,1.07823E+13,2.32097E+12,5.85897E+12,0,0,0.00156059,0.00213255,0.00410964,0.00328512,0.0062549,0.0057891
213,43,4,2.17,0.78,0.32,90.35,6.79,0.416276541,11306.74188,1.27895E+13,1.07823E+13,2.32097E+12,5.85897E+12,0,0,0.00165915,0.00214528,0.00397338,0.00291919,0.0048809,0.0043286
214,43,5,2.15,0.83,0.37,89.27,6.04,0.416276541,11306.74188,1.27895E+13,1.07823E+13,2.32097E+12,5.85897E+12,0,0,0.00165219,0.00214462,0.00398943,0.00296786,0.005067,0.004525
215,43,0,2.81,0.44,0.22,55.44,3.35,0.416276541,11306.74188,1.27895E+13,1.07823E+13,2.32097E+12,5.85897E+12,0,0,0.00296666,0.00429632,0.00967672,0.0061976,0.020334,0.0203189
216,44,3,1.75,0.34,0.28,45.39,2.03,0.385291991,16664.86254,6.8353E+12,1.1727E+13,5.60211E+12,6.84076E+11,6.65588E+12,1.35281E+13,0.00447809,0.00328607,0.00530126,0.0111479,0.0038332,0.001092
217,44,10,1.64,0.56,0.22,105.37,5.89,0.385291991,16664.86254,6.8353E+12,1.1727E+13,5.60211E+12,6.84076E+11,6.65588E+12,1.35281E+13,0.00213729,0.00154838,0.00249516,0.00400567,0.001566,0.000454
218,44,2,2.24,0.36,0.14,55.09,2.71,0.385291991,16664.86254,6.8353E+12,1.1727E+13,5.60211E+12,6.84076E+11,6.65588E+12,1.35281E+13,0.00561514,0.00403086,0.00677413,0.0134784,0.0043635,0.0012646
219,44,9,1.93,0.6,0.4,95.82,7.16,0.385291991,16664.86254,6.8353E+12,1.1727E+13,5.60211E+12,6.84076E+11,6.65588E+12,1.35281E+13,0.00219043,0.00165595,0.00257264,0.00383064,0.0014852,0.0004393
220,44,0,2.81,0.44,0.22,55.44,3.35,0.385291991,16664.86254,6.8353E+12,1.1727E+13,5.60211E+12,6.84076E+11,6.65588E+12,1.35281E+13,0.00418446,0.00317222,0.00569546,0.0107675,0.003669,0.0010748
221,45,5,2.15,0.83,0.37,89.27,6.04,0.433434801,11186.07009,0,6.57807E+12,4.99053E+12,1.2508E+13,4.21691E+12,1.02611E+12,0.00777887,0.00342959,0.0024716,0.0012584,0.0015957,0.0017263
222,45,8,1.92,0.66,0.29,86.89,6.91,0.433434801,11186.07009,0,6.57807E+12,4.99053E+12,1.2508E+13,4.21691E+12,1.02611E+12,0.00804754,0.00350436,0.0025596,0.0013079,0.0016614,0.0017974
223,45,4,2.17,0.78,0.32,90.35,6.79,0.433434801,11186.07009,0,6.57807E+12,4.99053E+12,1.2508E+13,4.21691E+12,1.02611E+12,0.00853432,0.00375328,0.0025453,0.0013639,0.0016576,0.0017693
224,45,9,1.93,0.6,0.4,95.82,7.16,0.433434801,11186.07009,0,6.57807E+12,4.99053E+12,1.2508E+13,4.21691E+12,1.02611E+12,0.00754914,0.00339046,0.0022709,0.001243,0.0015231,0.0016183
225,45,3,1.75,0.34,0.28,45.39,2.03,0.433434801,11186.07009,0,6.57807E+12,4.99053E+12,1.2508E+13,4.21691E+12,1.02611E+12,0.0148932,0.0060716,0.0047144,0.0025671,0.0037438,0.0047334
226,46,11,1.71,0.61,0.22,93.45,7.31,0.441131372,10076.96287,1.43465E+11,4.30901E+12,8.41274E+12,6.63595E+12,2.64804E+12,6.83057E+12,0.00836516,0.00464084,0.0022118,0.0019638,0.0020492,0.0008315
227,46,6,2.35,0.75,0.41,97.33,7.31,0.441131372,10076.96287,1.43465E+11,4.30901E+12,8.41274E+12,6.63595E+12,2.64804E+12,6.83057E+12,0.0105372,0.0055889,0.002558,0.0022312,0.0022692,0.0009212
228,46,7,2.3,0.79,0.32,92.57,9.1,0.441131372,10076.96287,1.43465E+11,4.30901E+12,8.41274E+12,6.63595E+12,2.64804E+12,6.83057E+12,0.0108088,0.0057522,0.0027138,0.0024272,0.0025106,0.0010235
229,46,0,2.81,0.44,0.22,55.44,3.35,0.441131372,10076.96287,1.43465E+11,4.30901E+12,8.41274E+12,6.63595E+12,2.64804E+12,6.83057E+12,0.0233659,0.0097857,0.004278,0.0041262,0.004621,0.0018843
230,46,3,1.75,0.34,0.28,45.39,2.03,0.441131372,10076.96287,1.43465E+11,4.30901E+12,8.41274E+12,6.63595E+12,2.64804E+12,6.83057E+12,0.0141195,0.0077466,0.0036557,0.003514,0.0040271,0.0016574
231,47,11,1.71,0.61,0.22,93.45,7.31,0.360173237,15822.26809,5.78586E+12,1.38457E+13,1.21442E+13,6.72862E+11,7.59813E+12,2.70624E+12,0.0022455,0.00125805,0.00141116,0.00325307,0.00138578,0.00097237
232,47,9,1.93,0.6,0.4,95.82,7.16,0.360173237,15822.26809,5.78586E+12,1.38457E+13,1.21442E+13,6.72862E+11,7.59813E+12,2.70624E+12,0.00239092,0.00133848,0.00135498,0.00328628,0.00139165,0.00093928
233,47,0,2.81,0.44,0.22,55.44,3.35,0.360173237,15822.26809,5.78586E+12,1.38457E+13,1.21442E+13,6.72862E+11,7.59813E+12,2.70624E+12,0.00555088,0.00315319,0.00375898,0.0135863,0.0042971,0.0033536
234,47,7,2.3,0.79,0.32,92.57,9.1,0.360173237,15822.26809,5.78586E+12,1.38457E+13,1.21442E+13,6.72862E+11,7.59813E+12,2.70624E+12,0.00290893,0.00164678,0.00174768,0.00447597,0.0018494,0.0012783
235,47,8,1.92,0.66,0.29,86.89,6.91,0.360173237,15822.26809,5.78586E+12,1.38457E+13,1.21442E+13,6.72862E+11,7.59813E+12,2.70624E+12,0.00253308,0.00137791,0.00158071,0.00371366,0.00147626,0.0010934
236,48,0,2.81,0.44,0.22,55.44,3.35,0.495456618,7451.917854,3.87398E+12,0,3.37708E+12,5.37311E+12,4.91552E+12,3.42038E+12,0.00740284,0.02797401,0.0103992,0.0047762,0.0040629,0.0035031
237,48,3,1.75,0.34,0.28,45.39,2.03,0.495456618,7451.917854,3.87398E+12,0,3.37708E+12,5.37311E+12,4.91552E+12,3.42038E+12,0.00757435,0.03141475,0.0097869,0.0051128,0.0046894,0.0038856
